ID,Organism,MIBiG_cluster,Molecular formula,Monoisotopic mass,Canonical smiles,Isomeric smiles,Reference,Unnamed: 8,InChIKey,NPAID
Antibiotic Sch 419558,Pseudomonas fluorescens,Unknown,C28H51N3O6,525.3777864,CCCCCCC=CCCCCCCCC(=O)C(O)NC(=O)C(NC(=O)C(NC(C)=O)C(C)O)C(C)C,CCCCCC/C=C/CCCCCCCC(=O)C(O)NC(=O)C(NC(=O)C(NC(C)=O)C(C)O)C(C)C,10.1016/j.bmc.2004.03.057,,SLWLCNAVVKPOAH-VAWYXSNFSA-N,
Antibiotic Sch 419559,Pseudomonas fluorescens,Unknown,C26H49N3O6,499.3621363,CCCCCCCCCCCCCC(=O)C(O)NC(=O)C(NC(=O)C(NC(C)=O)C(C)O)C(C)C,Unknown,10.1016/j.bmc.2004.03.057,,,
Antibiotic Sch 466432,Paecilomyces varioti SCF 1559,Unknown,C95H166N24O24,2027.250682,CCCCCCCCCCCC(=O)C(C)C(=O)N1CCCC1C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NCC(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)O,Unknown,https://doi.org/10.7164/antibiotics.56.437,,,
Antibiotic Sch 466456,Unidentified fungus,Unknown,C84H147N21O21,1786.108041,CCCCCCCCCCCC(=O)C(C)C(=O)N1CCCC1C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C(=O)NC(C)(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NCC(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)O)C(C)C,Unknown,https://doi.org/10.7164/antibiotics.54.74,,,
Antibiotic Sch 466457,Unidentified fungus,Unknown,C80H140N20O20,1701.055277,CCCCCCCCCCCC(=O)C(C)C(=O)N1CCCC1C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C(=O)NC(C)(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NCC(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C)C(=O)O)C(C)C,Unknown,https://doi.org/10.7164/antibiotics.54.74,,,
Antibiotic TM 743,Bacillus circulans sp. TM-743 (ATCC 31154),Unknown,Unknown,Unknown,Unknown,Unknown,,,,
Antibiotic WF 14573A,Coleophoma empetri ,Unknown,C50H80N8O20S,1144.520958,CCCCCCCCCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)CCN2C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)Cc2ccc(OS(=O)(=O)O)c(O)c2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,Unknown,,,,
Antibiotic WF 14573B,Coleophoma empetri ,Unknown,C51H82N8O20S,1158.536608,CCCCCCCCCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)Cc2ccc(OS(=O)(=O)O)c(O)c2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,Unknown,,,,
Antibiotic WF 16616,Tolypocladium paraciticum sp. 16616,Unknown,C51H82N8O21S,1174.531523,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c2ccc(O)c(OS(=O)(=O)O)c2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,Unknown,,,,
Antibiotic WF 22210,Chalara sp. ,Unknown,C53H86N8O21S,1202.562823,CCC(C)CC(C)CCCCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c2ccc(O)c(OS(=O)(=O)O)c2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,Unknown,,,,
Antibiotic WF 738A,Coleophoma crateriformis ,Unknown,C50H80N8O20S,1144.520958,CCCCCCCCCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)Cc2ccc(O)c(OS(=O)(=O)O)c2)NC(=O)C2CC(O)CN2C(=O)C(CO)NC1=O,Unknown,,,,
Antibiotic WF 738B,Coleophoma crateriformis ,Unknown,C49H78N8O20S,1130.505308,CCCCCCCCCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)CCN2C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)Cc2ccc(O)c(OS(=O)(=O)O)c2)NC(=O)C2CC(O)CN2C(=O)C(CO)NC1=O,Unknown,,,,
Antibiotic WF 738C,Coleophoma crateriformis ,Unknown,C50H80N8O19S,1128.526043,CCCCCCCCCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(C(O)CC(N)=O)NC(=O)C(CCc2ccc(O)c(OS(=O)(=O)O)c2)NC(=O)C2CC(O)CN2C(=O)C(CO)NC1=O,Unknown,,,,
Antibiotic WS 1279,Streptomyces willmorei 1279,Unknown,C68H125N7O15S,1311.895437,CCCCCCCCCCCCCCCC(=O)NC(CSCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NCC(=O)NCC(=O)NC(CO)C(=O)O,CCCCCCCCCCCCCCCC(=O)N[C@@H](CSCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)O,,,MKKXXGNBLGERJB-JBZFGHNVSA-N,NPA009537
Antibiotic X 73,Aspergillus rugulosus,Unknown,Unknown,Unknown,Unknown,Unknown,,,,
Antibiotic Y 02039H,Bacillus sp. Y-02039H FERM P-6621,Unknown,Unknown,Unknown,Unknown,Unknown,,,,
Antibiotic YM 170320,Candida tropicalis pK233,Unknown,C37H62N4O9,706.4516796,C=C(NC(=O)C(C)C(O)CCC(C)C(=O)C=CC(C)=CCCC(C)CCCCCC)C(=O)NCC(C)C(=O)NC(CC(O)C(N)=O)C(=O)OC,C=C(NC(=O)C(C)C(O)CCC(C)C(=O)/C=C/C(C)=C/CCC(C)CCCCCC)C(=O)NCC(C)C(=O)NC(CC(O)C(N)=O)C(=O)OC,,,ZTZIEGYSNYKERE-MCXQHLNYSA-N,NPA001536
Antillatoxin B,Lyngbya majuscula,Unknown,C33H47N3O5,565.3515716,C=C1CC(=O)NC(C)C(=O)N(C)C(CCc2ccccc2)C(=O)NCC(=O)OC(C(C)=CC(C)=CC(C)(C)C)C1C,C=C1CC(=O)NC(C)C(=O)N(C)C(CCc2ccccc2)C(=O)NCC(=O)OC(/C(C)=C/C(C)=C/C(C)(C)C)C1C,,,WBQWYSKGOKXFTF-RPSWYGDFSA-N,NPA011297
Arborcandin A,Strain SANK 17397,Unknown,C57H101N13O18,1255.738753,CCCCCCCCCC(O)CCC1NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(CC(O)C(N)=O)NC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCCCCCCC(O)CCCC)NC(=O)CCNC(=O)CNC1=O,Unknown,,,,NPA015527
Arborcandin B,Strain SANK 17397,Unknown,C58H103N13O18,1269.754403,CCCCCCCCCC(O)CCC1NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(CC(O)C(N)=O)NC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCCCCCCC(O)CCCCC)NC(=O)CCNC(=O)CNC1=O,Unknown,,,,NPA000935
Arborcandin C,Strain SANK 17397,Unknown,C59H105N13O18,1283.770054,CCCCCCCCCC(O)CCC1NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(CC(O)C(N)=O)NC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCCCCCCC(O)CCCCCC)NC(=O)CCNC(=O)CNC1=O,Unknown,,,,NPA019887
Arborcandin D,Strain SANK 17397,Unknown,C59H103N13O18,1281.754403,CCCCCCCCCC(O)CCC1NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(CC(O)C(N)=O)NC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCCCCCCC(=O)CCCCCC)NC(=O)CCNC(=O)CNC1=O,Unknown,,,,NPA019267
Arborcandin E,Strain SANK 17397,Unknown,C60H107N13O18,1297.785704,CCCCCCCCCCC(O)CCC1NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(CC(O)C(N)=O)NC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCCCCCCC(O)CCCCCC)NC(=O)CCNC(=O)CNC1=O,Unknown,,,,NPA018433
Arborcandin F,Strain SANK 17397,Unknown,C61H109N13O18,1311.801354,CCCCCCCCCCCC(O)CCC1NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(CC(O)C(N)=O)NC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCCCCCCC(O)CCCCCC)NC(=O)CCNC(=O)CNC1=O,Unknown,,,,NPA016652
Arthrofactin A,Pseudomonas sp. MIS38,BGC0000305,C64H111N11O20,1353.800685,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(CC(=O)O)C(=O)OC1C,CCCCCCC[C@H](O)CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(=O)O)C(=O)N[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CO)C(=O)NC(CC(C)C)C(=O)N[C@H](CO)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(=O)O)C(=O)O[C@@H]1C,,,UROZFFDPLXHNMZ-ATOUVZBTSA-N,NPA020117
Arthrofactin B,Pseudomonas sp. MIS38,BGC0000305,C65H113N11O20,1367.816335,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(CCC(=O)O)C(=O)OC1C,CCCCCCC[C@H](O)CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(=O)O)C(=O)N[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CO)C(=O)NC(CC(C)C)C(=O)N[C@H](CO)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)O[C@@H]1C,,,UAVBEJHCFQEVHQ-OCWYMIJQSA-N,
Arthrofactin C possible,Pseudomonas sp. MIS38,BGC0000305,C66H113N11O20,1379.816335,CCCCCCC=CCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(CC(=O)O)C(=O)OC1C,CCCCCC/C=C/C[C@H](O)CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(=O)O)C(=O)N[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CO)C(=O)NC(CC(C)C)C(=O)N[C@H](CO)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(=O)O)C(=O)O[C@@H]1C,,,MZRDELOFRWYSNX-NIYJKFOHSA-N,
Arthrofactin D,Pseudomonas sp. MIS38,BGC0000305,C66H115N11O20,1381.831985,CCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(CC(=O)O)C(=O)OC1C,CCCCCCCCC[C@H](O)CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(=O)O)C(=O)N[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CO)C(=O)NC(CC(C)C)C(=O)N[C@H](CO)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(=O)O)C(=O)O[C@@H]1C,,,LMSNEYDWTVYSIU-IHBWLHDASA-N,
Arylomycin,Streptomyces roseosporus NRRL 11379,BGC0000306,C46H68N6O11,880.494607,CCCCCCCCCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,CCCCCCCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,,,HGWCKYGOWQEYSJ-JBWZRHCTSA-N,
Arylomycin A1,Streptomyces sp. Tu 6075,BGC0000306,C41H58N6O11,810.4163567,CC(C)CCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,CC(C)CCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,,,LNVQPJGJVYGJKF-FSHHVAKESA-N,
Arylomycin A2,Streptomyces sp. Tu 6075,BGC0000306,C42H60N6O11,824.4320067,CC(C)CCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,CC(C)CCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,,,YFSXYWAZCKMYJN-JBBOGOJTSA-N,NPA014857
Arylomycin A3,Streptomyces sp. Tu 6075,BGC0000306,C42H60N6O11,824.4320067,CCCCCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,CCCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,,,QAHUKEDKLUUKAN-JBBOGOJTSA-N,
Arylomycin A4,Streptomyces sp. Tu 6075,BGC0000306,C43H62N6O11,838.4476568,CCC(C)CCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,CCC(C)CCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,,,YGPDJLNYORNORK-QIDUYZODSA-N,NPA009754
Arylomycin A5,Streptomyces sp. Tu 6075,BGC0000306,C44H64N6O11,852.4633069,CC(C)CCCCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,CC(C)CCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,,,CMOSQWNMDWRORC-MRLUCNLYSA-N,NPA007249
Arylomycin B1,Streptomyces sp. Tu 6075,BGC0000306,C41H57N7O13,855.4014349,CC(C)CCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,CC(C)CCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,,,TXSLSLUAOWKEOP-RNWUGWGQSA-N,NPA010150
Arylomycin B2,Streptomyces sp. Tu 6075,BGC0000306,C42H59N7O13,869.4170849,CC(C)CCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,CC(C)CCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,,,WFBZGMGSCAVZTQ-KUMHBBRUSA-N,NPA006359
Arylomycin B3,Streptomyces sp. Tu 6075,BGC0000306,C42H59N7O13,869.4170849,CCCCCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,CCCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,,,NQHWUHBWYUGMIC-KUMHBBRUSA-N,
Arylomycin B4,Streptomyces sp. Tu 6075,BGC0000306,C43H61N7O13,883.432735,CCC(C)CCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,CCC(C)CCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,,,ULSQXBDNXAHTQS-XLPJULHJSA-N,NPA013310
Arylomycin B5,Streptomyces sp. Tu 6075,BGC0000306,C43H61N7O13,883.432735,CC(C)CCCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,CC(C)CCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,,,YZFXUGJZTDPGPW-ARIUPZIASA-N,NPA012355
Arylomycin B6,Streptomyces sp. Tu 6075,BGC0000306,C44H63N7O13,897.4483851,CC(C)CCCCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,CC(C)CCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,,,HMWQGUWTRNATQF-ZPLLYAJCSA-N,NPA016774
Arylomycin B7,Streptomyces sp. Tu 6075,BGC0000306,C45H65N7O13,911.4640351,CC(C)CCCCCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,CC(C)CCCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,,,KEAITMVEIPDLGD-YBDCGECLSA-N,NPA000816
Aspartocin A,Streptomyces griseus var. spiralis|Streptomyces violaceus,Unknown,C60H95N13O20,1317.681632,CC(C)CCCCCCCCC=CCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)N2CCCCC2C(=O)NC(C(C)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)N)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC1C,CC(C)CCCCCCCC/C=C/CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)N2CCCC[C@@H]2C(=O)N[C@@H]([C@@H](C)C(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H]([C@H](C)N)C(=O)N[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H]1C,,,FVVYOVMLZOFBJN-CKLMSBIWSA-N,
Aspartocin B,Streptomyces griseus var. spiralis|Streptomyces violaceus,Unknown,C60H95N13O20,1317.681632,CCC(C)CCCCCCCC=CCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)N2CCCCC2C(=O)NC(C(C)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)N)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC1C,CCC(C)CCCCCCC/C=C/CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)N2CCCC[C@@H]2C(=O)N[C@@H]([C@@H](C)C(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H]([C@H](C)N)C(=O)N[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H]1C,,,SCCPTOBJYIMDSI-HTMFIIEJSA-N,
Aspartocin C,Streptomyces griseus var. spiralis|Streptomyces violaceus,Unknown,C59H93N13O20,1303.665982,CC(C)CCCCCCCC=CCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)N2CCCCC2C(=O)NC(C(C)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)N)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC1C,CC(C)CCCCCCC/C=C/CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)N2CCCC[C@@H]2C(=O)N[C@@H]([C@@H](C)C(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H]([C@H](C)N)C(=O)N[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H]1C,,,BYWOWQCRVFUOLF-UGOPZRJSSA-N,
AUS 1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,
Bacillocin,Bacillus subtilis var. antiblasti,Unknown,Unknown,Unknown,Unknown,Unknown,,,,
Bacillomycin D1,Bacillus subtilis,BGC0001090,C48H74N10O15,1030.533512,CCCCCCCCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)N2CCCC2C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N1,CCCCCCCCCCCC1CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,,,WRPWYKQEFYOOAU-LPBBGKEJSA-N,
Bacillomycin D2,Bacillus subtilis,Unknown,C49H76N10O15,1044.549162,CC(C)CCCCCCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)N2CCCC2C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N1,CC(C)CCCCCCCCCC1CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,,,LOZOOFBXNDQCGV-DHWLUEHJSA-N,
Bacillomycin D3,Bacillus subtilis,Unknown,C49H76N10O15,1044.549162,CCC(C)CCCCCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)N2CCCC2C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N1,CCC(C)CCCCCCCCC1CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,,,YGBFGCNLVUJTLN-XUQNTMSWSA-N,
